时间,操作,价格,数量,多头数量,多头均价,此次盈亏,总资金
2021-09-10 23:47:56,开始回测,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01 10:00,BUY,79.85,125.26619065514218,125.26619065514218,79.83,0.0,10000.0
2021-09-01 10:02,SELL,79.2,125.26619065514218,0.0,0.0,-76.41237629963666,9923.587623700363
2021-09-01 10:08,BUY,79.28,125.20297279460462,125.20297279460462,79.26,0.0,9923.587623700363
2021-09-01 10:09,SELL,79.11,125.20297279460462,0.0,0.0,-16.27638646329981,9907.311237237063
2021-09-01 10:11,BUY,78.39999999999999,126.40101093693626,126.40101093693626,78.38,0.0,9907.311237237063
2021-09-01 10:49,SELL,78.81,126.40101093693626,0.0,0.0,56.88045492162168,9964.191692158685
2021-09-01 10:50,BUY,78.72999999999999,126.59371988513132,126.59371988513132,78.71,0.0,9964.191692158685
2021-09-01 10:51,SELL,79.0,126.59371988513132,0.0,0.0,39.244053164391,10003.435745323077
2021-09-01 10:56,BUY,79.42999999999999,125.97199024459233,125.97199024459233,79.41,0.0,10003.435745323077
2021-09-01 10:57,SELL,79.96000000000001,125.97199024459233,0.0,0.0,71.80403443941856,10075.239779762496
2021-09-01 10:58,BUY,79.86999999999999,126.17707927066371,126.17707927066371,79.85,0.0,10075.239779762496
2021-09-01 13:17,SELL,81.38000000000001,126.17707927066371,0.0,0.0,195.57447286953018,10270.814252632026
2021-09-01 13:18,BUY,81.28,126.39446532896906,126.39446532896906,81.26,0.0,10270.814252632026
2021-09-01 13:20,SELL,81.3,126.39446532896906,0.0,0.0,7.583667919736635,10278.397920551763
2021-09-01 13:27,BUY,80.89999999999999,127.08207122343921,127.08207122343921,80.88,0.0,10278.397920551763
2021-09-01 13:35,SELL,80.66000000000001,127.08207122343921,0.0,0.0,-25.416414244686397,10252.981506307076
2021-09-01 13:36,BUY,80.61999999999999,127.20820727428135,127.20820727428135,80.6,0.0,10252.981506307076
2021-09-01 13:40,SELL,80.83,127.20820727428135,0.0,0.0,31.802051818570337,10284.783558125646
2021-09-01 13:41,BUY,80.64999999999999,127.55529651650312,127.55529651650312,80.63,0.0,10284.783558125646
2021-09-01 14:12,SELL,80.85000000000001,127.55529651650312,0.0,0.0,30.613271163961908,10315.396829289608
2021-09-01 14:13,BUY,80.86999999999999,127.58685008397785,127.58685008397785,80.85,0.0,10315.396829289608
2021-09-01 14:14,SELL,80.61,127.58685008397785,0.0,0.0,-28.06910701847498,10287.327722271133
2021-09-01 14:15,BUY,80.61999999999999,127.63433898599422,127.63433898599422,80.6,0.0,10287.327722271133
2021-09-01 14:24,SELL,80.73,127.63433898599422,0.0,0.0,19.14515084789986,10306.472873119033
2021-09-01 14:25,BUY,80.85,127.50801525570994,127.50801525570994,80.83,0.0,10306.472873119033
2021-09-01 14:53,SELL,80.5,127.50801525570994,0.0,0.0,-39.52748472927037,10266.945388389762
2021-09-02 09:36,BUY,79.08,129.8627041283805,129.8627041283805,79.06,0.0,10266.945388389762
2021-09-02 09:45,SELL,78.08,129.8627041283805,0.0,0.0,-124.66819596324632,10142.277192426516
2021-09-02 09:46,BUY,78.2,129.72981827099662,129.72981827099662,78.18,0.0,10142.277192426516
2021-09-02 10:04,SELL,77.23,129.72981827099662,0.0,0.0,-120.64873099202774,10021.628461434488
2021-09-02 10:14,BUY,75.28999999999999,133.14240017848397,133.14240017848397,75.27,0.0,10021.628461434488
2021-09-02 10:15,SELL,74.87,133.14240017848397,0.0,0.0,-50.5941120678233,9971.034349366664
2021-09-02 10:17,BUY,75.14999999999999,132.7170817165801,132.7170817165801,75.13,0.0,9971.034349366664
2021-09-02 10:36,SELL,75.96000000000001,132.7170817165801,0.0,0.0,112.80951945909423,10083.84386882576
2021-09-02 10:41,BUY,75.71,133.22557628254407,133.22557628254407,75.69,0.0,10083.84386882576
2021-09-02 10:47,SELL,75.25,133.22557628254407,0.0,0.0,-55.95474203866873,10027.889126787091
2021-09-02 10:48,BUY,75.21,133.36732446850766,133.36732446850766,75.19,0.0,10027.889126787091
2021-09-02 10:53,SELL,75.06,133.36732446850766,0.0,0.0,-14.670405691535766,10013.218721095556
2021-09-02 10:54,BUY,75.00999999999999,133.52738659948736,133.52738659948736,74.99,0.0,10013.218721095556
2021-09-02 10:57,SELL,74.82000000000001,133.52738659948736,0.0,0.0,-20.029107989921965,9993.189613105635
2021-09-02 10:58,BUY,74.92,133.42042207083622,133.42042207083622,74.9,0.0,9993.189613105635
2021-09-02 13:08,SELL,75.38000000000001,133.42042207083622,0.0,0.0,66.71021103541811,10059.899824141054
2021-09-02 13:09,BUY,75.38,133.49123970463182,133.49123970463182,75.36,0.0,10059.899824141054
2021-09-02 13:20,SELL,74.45,133.49123970463182,0.0,0.0,-118.8072033371224,9941.092620803931
2021-09-02 13:21,BUY,74.42,133.6168363011281,133.6168363011281,74.4,0.0,9941.092620803931
2021-09-02 13:22,SELL,74.25,133.6168363011281,0.0,0.0,-17.370188719147944,9923.722432084784
2021-09-02 13:30,BUY,74.02,134.10435719033492,134.10435719033492,74.0,0.0,9923.722432084784
2021-09-02 13:56,SELL,73.51,134.10435719033492,0.0,0.0,-63.02904787945726,9860.693384205326
2021-09-02 14:06,BUY,73.82,133.6137314932971,133.6137314932971,73.8,0.0,9860.693384205326
2021-09-02 14:31,SELL,73.97,133.6137314932971,0.0,0.0,25.38660898372615,9886.079993189052
2021-09-02 14:32,BUY,74.0,133.6317922842532,133.6317922842532,73.98,0.0,9886.079993189052
2021-09-02 14:33,SELL,73.92,133.6317922842532,0.0,0.0,-5.3452716913709635,9880.734721497682
2021-09-02 14:36,BUY,74.02,133.5234421824011,133.5234421824011,74.0,0.0,9880.734721497682
2021-09-02 14:52,SELL,73.59,133.5234421824011,0.0,0.0,-52.07414245113651,9828.660579046546
2021-09-03 09:31,BUY,72.22,136.13103295078318,136.13103295078318,72.2,0.0,9828.660579046546
2021-09-03 10:03,SELL,72.66000000000001,136.13103295078318,0.0,0.0,65.34289581637647,9894.003474862922
2021-09-03 10:13,BUY,72.28999999999999,136.90332745071154,136.90332745071154,72.27,0.0,9894.003474862922
2021-09-03 10:14,SELL,71.95,136.90332745071154,0.0,0.0,-41.070998235213075,9852.93247662771
2021-09-03 10:18,BUY,71.78,137.30396427853552,137.30396427853552,71.76,0.0,9852.93247662771
2021-09-03 10:35,SELL,71.15,137.30396427853552,0.0,0.0,-81.00933892433642,9771.923137703374
2021-09-03 10:47,BUY,71.44,136.8233427289747,136.8233427289747,71.42,0.0,9771.923137703374
2021-09-03 10:59,SELL,70.98,136.8233427289747,0.0,0.0,-57.46580394616961,9714.457333757204
2021-09-03 11:05,BUY,71.5,135.904551395596,135.904551395596,71.48,0.0,9714.457333757204
2021-09-03 13:20,SELL,72.67,135.904551395596,0.0,0.0,164.44450718867031,9878.901840945875
2021-09-03 13:26,BUY,72.31,136.6565478066935,136.6565478066935,72.29,0.0,9878.901840945875
2021-09-03 13:28,SELL,72.35000000000001,136.6565478066935,0.0,0.0,10.932523824535247,9889.83436477041
2021-09-03 13:29,BUY,72.19,137.03525515824316,137.03525515824316,72.17,0.0,9889.83436477041
2021-09-03 13:30,SELL,71.97,137.03525515824316,0.0,0.0,-24.666345928484702,9865.168018841925
2021-09-03 13:31,BUY,71.99,137.0733363740715,137.0733363740715,71.97,0.0,9865.168018841925
2021-09-03 13:32,SELL,72.14,137.0733363740715,0.0,0.0,26.04393391107327,9891.211952752998
2021-09-03 13:39,BUY,72.53,136.41169428703623,136.41169428703623,72.51,0.0,9891.211952752998
2021-09-03 13:55,SELL,72.69,136.41169428703623,0.0,0.0,27.282338857405694,9918.494291610403
2021-09-03 13:56,BUY,72.86999999999999,136.14954415388337,136.14954415388337,72.85,0.0,9918.494291610403
2021-09-03 14:15,SELL,72.21000000000001,136.14954415388337,0.0,0.0,-84.41271737540637,9834.081574234997
2021-09-03 14:20,BUY,72.08999999999999,136.45180483189952,136.45180483189952,72.07,0.0,9834.081574234997
