时间,操作,价格,数量,多头数量,多头均价,此次盈亏,总资金
2021-09-10 23:44:47,开始回测,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01 10:00,BUY,1574.02,6.353240152477763,6.353240152477763,1574.0,0.0,10000.0
2021-09-01 10:17,SELL,1578.49,6.353240152477763,0.0,0.0,28.653113087674654,10028.653113087674
2021-09-01 10:18,BUY,1585.43,6.325589666450743,6.325589666450743,1585.41,0.0,10028.653113087674
2021-09-01 10:19,SELL,1585.98,6.325589666450743,0.0,0.0,3.7320979032054207,10032.385210990878
2021-09-01 10:20,BUY,1582.25,6.3406617312216795,6.3406617312216795,1582.23,0.0,10032.385210990878
2021-09-01 10:41,SELL,1612.6200000000001,6.3406617312216795,0.0,0.0,192.81952324645178,10225.20473423733
2021-09-01 10:44,BUY,1616.02,6.327478177127061,6.327478177127061,1616.0,0.0,10225.20473423733
2021-09-01 10:58,SELL,1607.89,6.327478177127061,0.0,0.0,-51.1892984529574,10174.015435784373
2021-09-01 11:06,BUY,1610.7,6.316596366618057,6.316596366618057,1610.68,0.0,10174.015435784373
2021-09-01 13:03,SELL,1633.98,6.316596366618057,0.0,0.0,147.3030272695327,10321.318463053905
2021-09-01 13:05,BUY,1624.01,6.355530799483929,6.355530799483929,1623.99,0.0,10321.318463053905
2021-09-01 13:12,SELL,1612.6100000000001,6.355530799483929,0.0,0.0,-72.19882988213679,10249.11963317177
2021-09-01 13:20,BUY,1614.27,6.349152630120346,6.349152630120346,1614.25,0.0,10249.11963317177
2021-09-01 13:27,SELL,1606.97,6.349152630120346,0.0,0.0,-46.09484809467366,10203.024785077096
2021-09-01 13:35,BUY,1616.02,6.313752961062559,6.313752961062559,1616.0,0.0,10203.024785077096
2021-09-01 13:49,SELL,1614.46,6.313752961062559,0.0,0.0,-9.596904500814976,10193.42788057628
2021-09-01 13:53,BUY,1615.01,6.311759131992322,6.311759131992322,1614.99,0.0,10193.42788057628
2021-09-01 14:03,SELL,1614.98,6.311759131992322,0.0,0.0,0.06311759131986582,10193.490998167601
2021-09-01 14:07,BUY,1614.0,6.315748025482101,6.315748025482101,1613.98,0.0,10193.490998167601
2021-09-01 14:20,SELL,1616.45,6.315748025482101,0.0,0.0,15.726212583450488,10209.217210751052
2021-09-01 14:21,BUY,1616.52,6.315630813950543,6.315630813950543,1616.5,0.0,10209.217210751052
2021-09-01 14:41,SELL,1619.88,6.315630813950543,0.0,0.0,21.47314476743242,10230.690355518485
2021-09-01 14:45,BUY,1623.02,6.303567686702702,6.303567686702702,1623.0,0.0,10230.690355518485
2021-09-01 14:54,SELL,1617.26,6.303567686702702,0.0,0.0,-36.056407167939625,10194.633948350545
2021-09-02 09:33,BUY,1611.03,6.328100972899327,6.328100972899327,1611.01,0.0,10194.633948350545
2021-09-02 09:57,SELL,1615.48,6.328100972899327,0.0,0.0,28.413173368318038,10223.047121718864
2021-09-02 10:09,BUY,1616.46,6.324421025041984,6.324421025041984,1616.44,0.0,10223.047121718864
2021-09-02 10:17,SELL,1611.25,6.324421025041984,0.0,0.0,-32.697256699467516,10190.349865019396
2021-09-02 10:22,BUY,1615.01,6.309853228205373,6.309853228205373,1614.99,0.0,10190.349865019396
2021-09-02 10:29,SELL,1608.09,6.309853228205373,0.0,0.0,-43.41179021005366,10146.938074809343
2021-09-02 10:46,BUY,1610.04,6.302367718916127,6.302367718916127,1610.02,0.0,10146.938074809343
2021-09-02 11:06,SELL,1614.69,6.302367718916127,0.0,0.0,29.55810460171698,10176.49617941106
2021-09-02 11:07,BUY,1613.22,6.308266910123395,6.308266910123395,1613.2,0.0,10176.49617941106
2021-09-02 13:09,SELL,1612.28,6.308266910123395,0.0,0.0,-5.677440219111629,10170.81873919195
2021-09-02 13:17,BUY,1616.01,6.293862424391208,6.293862424391208,1615.99,0.0,10170.81873919195
2021-09-02 13:41,SELL,1622.98,6.293862424391208,0.0,0.0,44.119975594982314,10214.938714786931
2021-09-02 13:42,BUY,1623.54,6.29184655242124,6.29184655242124,1623.52,0.0,10214.938714786931
2021-09-02 13:43,SELL,1624.31,6.29184655242124,0.0,0.0,5.096395707460861,10220.035110494391
2021-09-02 13:58,BUY,1622.62,6.2985548567079945,6.2985548567079945,1622.6,0.0,10220.035110494391
2021-09-02 14:02,SELL,1623.3700000000001,6.2985548567079945,0.0,0.0,4.975858336800519,10225.010968831191
2021-09-02 14:10,BUY,1620.03,6.311696204857496,6.311696204857496,1620.01,0.0,10225.010968831191
2021-09-02 14:13,SELL,1619.98,6.311696204857496,0.0,0.0,-0.06311696204851755,10224.947851869143
2021-09-02 14:22,BUY,1623.93,6.296499099007422,6.296499099007422,1623.91,0.0,10224.947851869143
