时间,操作,价格,数量,多头数量,多头均价,此次盈亏,总资金
2021-09-10 17:21:53,开始回测,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01 10:01,BUY,79.8,125.31328320802005,125.31328320802005,79.8,0.0,10000.0
2021-09-01 10:39,SELL,79.12,125.31328320802005,0.0,0.0,-85.21303258145271,9914.786967418548
2021-09-01 10:40,BUY,79.0,125.50363249896895,125.50363249896895,79.0,0.0,9914.786967418548
2021-09-01 10:41,SELL,78.92,125.50363249896895,0.0,0.0,-10.040290599917302,9904.74667681863
2021-09-01 10:46,BUY,78.88,125.56727531463781,125.56727531463781,78.88,0.0,9904.74667681863
2021-09-01 10:47,SELL,78.79,125.56727531463781,0.0,0.0,-11.301054778316047,9893.445622040314
2021-09-01 10:48,BUY,78.83,125.50355983813667,125.50355983813667,78.83,0.0,9893.445622040314
2021-09-01 13:07,SELL,81.57,125.50355983813667,0.0,0.0,343.8797539564938,10237.325375996807
2021-09-01 13:08,BUY,81.77,125.19659258893002,125.19659258893002,81.77,0.0,10237.325375996807
2021-09-01 13:10,SELL,81.43,125.19659258893002,0.0,0.0,-42.56684148023486,10194.758534516572
2021-09-01 13:17,BUY,81.4,125.24273383926992,125.24273383926992,81.4,0.0,10194.758534516572
2021-09-01 13:25,SELL,81.21,125.24273383926992,0.0,0.0,-23.79611942946278,10170.96241508711
2021-09-01 13:26,BUY,81.04,125.50545921874517,125.50545921874517,81.04,0.0,10170.96241508711
2021-09-01 13:30,SELL,81.19,125.50545921874517,0.0,0.0,18.825818882810704,10189.78823396992
2021-09-01 13:31,BUY,81.02,125.76880071550137,125.76880071550137,81.02,0.0,10189.78823396992
2021-09-01 14:02,SELL,81.04,125.76880071550137,0.0,0.0,2.515376014311314,10192.303609984232
2021-09-01 14:03,BUY,81.14,125.6137984962316,125.6137984962316,81.14,0.0,10192.303609984232
2021-09-01 14:04,SELL,81.09,125.6137984962316,0.0,0.0,-6.280689924811223,10186.02292005942
2021-09-01 14:05,BUY,81.0,125.75336938344964,125.75336938344964,81.0,0.0,10186.02292005942
2021-09-01 14:14,SELL,80.63,125.75336938344964,0.0,0.0,-46.52874667187694,10139.494173387544
2021-09-01 14:15,BUY,80.6,125.8001758484807,125.8001758484807,80.6,0.0,10139.494173387544
2021-09-01 14:43,SELL,81.11,125.8001758484807,0.0,0.0,64.1580896827258,10203.65226307027
2021-09-01 14:56,BUY,80.47,126.80069918069181,126.80069918069181,80.47,0.0,10203.65226307027
2021-09-02 09:35,SELL,78.64,126.80069918069181,0.0,0.0,-232.0452795006658,9971.606983569603
2021-09-02 09:36,BUY,79.06,126.12708049038203,126.12708049038203,79.06,0.0,9971.606983569603
2021-09-02 09:54,SELL,78.78,126.12708049038203,0.0,0.0,-35.31558253730711,9936.291401032297
2021-09-02 10:04,BUY,77.25,128.62513140494883,128.62513140494883,77.25,0.0,9936.291401032297
2021-09-02 10:05,SELL,76.7,128.62513140494883,0.0,0.0,-70.74382227272149,9865.547578759575
2021-09-02 10:07,BUY,76.84,128.39078056688672,128.39078056688672,76.84,0.0,9865.547578759575
2021-09-02 10:26,SELL,76.76,128.39078056688672,0.0,0.0,-10.271262445350718,9855.276316314224
2021-09-02 10:31,BUY,75.91,129.8284325690189,129.8284325690189,75.91,0.0,9855.276316314224
2021-09-02 10:37,SELL,75.89,129.8284325690189,0.0,0.0,-2.5965686513798616,9852.679747662845
2021-09-02 10:38,BUY,75.94,129.7429516415966,129.7429516415966,75.94,0.0,9852.679747662845
2021-09-02 10:43,SELL,75.2,129.7429516415966,0.0,0.0,-96.00978421478081,9756.669963448065
2021-09-02 10:44,BUY,75.4,129.39880588127406,129.39880588127406,75.4,0.0,9756.669963448065
2021-09-02 10:47,SELL,75.27,129.39880588127406,0.0,0.0,-16.82184476456688,9739.848118683498
2021-09-02 10:48,BUY,75.19,129.5364824934632,129.5364824934632,75.19,0.0,9739.848118683498
2021-09-02 11:28,SELL,75.06,129.5364824934632,0.0,0.0,-16.839742724149627,9723.008375959349
2021-09-02 11:29,BUY,75.04,129.5710071423154,129.5710071423154,75.04,0.0,9723.008375959349
2021-09-02 13:10,SELL,75.34,129.5710071423154,0.0,0.0,38.871302142694255,9761.879678102043
2021-09-02 13:11,BUY,75.3,129.63983636257694,129.63983636257694,75.3,0.0,9761.879678102043
2021-09-02 13:12,SELL,75.05,129.63983636257694,0.0,0.0,-32.409959090644236,9729.469719011398
2021-09-02 13:20,BUY,74.47,130.64951952479385,130.64951952479385,74.47,0.0,9729.469719011398
2021-09-02 13:46,SELL,74.04,130.64951952479385,0.0,0.0,-56.17929339566039,9673.290425615738
2021-09-02 13:56,BUY,73.53,131.5556973427953,131.5556973427953,73.53,0.0,9673.290425615738
2021-09-02 14:21,SELL,74.2,131.5556973427953,0.0,0.0,88.14231721967307,9761.432742835412
2021-09-02 14:22,BUY,73.99,131.9290815358212,131.9290815358212,73.99,0.0,9761.432742835412
2021-09-02 14:23,SELL,73.89,131.9290815358212,0.0,0.0,-13.19290815358137,9748.23983468183
2021-09-02 14:26,BUY,73.84,132.01841596264666,132.01841596264666,73.84,0.0,9748.23983468183
2021-09-02 14:42,SELL,74.17,132.01841596264666,0.0,0.0,43.56607726767317,9791.805911949503
2021-09-02 14:51,BUY,73.7,132.86032444978972,132.86032444978972,73.7,0.0,9791.805911949503
2021-09-03 09:53,SELL,73.72,132.86032444978972,0.0,0.0,2.6572064889952656,9794.463118438498
2021-09-03 10:03,BUY,72.68,134.7614628293684,134.7614628293684,72.68,0.0,9794.463118438498
2021-09-03 10:04,SELL,72.36,134.7614628293684,0.0,0.0,-43.123668105398885,9751.339450333098
2021-09-03 10:08,BUY,71.86,135.69912956210825,135.69912956210825,71.86,0.0,9751.339450333098
2021-09-03 10:25,SELL,72.38,135.69912956210825,0.0,0.0,70.56354737229576,9821.902997705394
2021-09-03 10:37,BUY,71.07,138.20040801611643,138.20040801611643,71.07,0.0,9821.902997705394
2021-09-03 10:49,SELL,71.53,138.20040801611643,0.0,0.0,63.572187687414655,9885.475185392808
2021-09-03 10:55,BUY,71.16,138.918987990343,138.918987990343,71.16,0.0,9885.475185392808
2021-09-03 13:10,SELL,73.01,138.918987990343,0.0,0.0,257.00012778213573,10142.475313174944
2021-09-03 13:16,BUY,72.62,139.6650414923567,139.6650414923567,72.62,0.0,10142.475313174944
2021-09-03 13:18,SELL,72.61,139.6650414923567,0.0,0.0,-1.3966504149242815,10141.07866276002
2021-09-03 13:19,BUY,72.68,139.5305264551461,139.5305264551461,72.68,0.0,10141.07866276002
2021-09-03 13:20,SELL,72.69,139.5305264551461,0.0,0.0,1.3953052645501918,10142.47396802457
2021-09-03 13:21,BUY,72.66,139.5881360862176,139.5881360862176,72.66,0.0,10142.47396802457
2021-09-03 13:22,SELL,72.61,139.5881360862176,0.0,0.0,-6.979406804310483,10135.49456122026
2021-09-03 13:29,BUY,72.17,140.43916532105112,140.43916532105112,72.17,0.0,10135.49456122026
2021-09-03 13:45,SELL,72.68,140.43916532105112,0.0,0.0,71.6239743137368,10207.118535533997
2021-09-03 13:46,BUY,72.7,140.40053006236585,140.40053006236585,72.7,0.0,10207.118535533997
2021-09-03 14:05,SELL,72.66,140.40053006236585,0.0,0.0,-5.616021202495512,10201.502514331502
2021-09-03 14:10,BUY,72.52,140.67157355669474,140.67157355669474,72.52,0.0,10201.502514331502
2021-09-03 14:11,SELL,72.49,140.67157355669474,0.0,0.0,-4.220147206701002,10197.2823671248
2021-09-03 14:13,BUY,72.42,140.80754442315384,140.80754442315384,72.42,0.0,10197.2823671248
2021-09-03 14:25,SELL,72.33,140.80754442315384,0.0,0.0,-12.672678998084326,10184.609688126717
2021-09-03 14:39,BUY,71.61,142.22328848103223,142.22328848103223,71.61,0.0,10184.609688126717
2021-09-06 09:58,SELL,75.07,142.22328848103223,0.0,0.0,492.09257814437063,10676.702266271088
2021-09-06 10:01,BUY,74.87,142.60320911274326,142.60320911274326,74.87,0.0,10676.702266271088
2021-09-06 10:13,SELL,76.86,142.60320911274326,0.0,0.0,283.78038613435837,10960.482652405446
2021-09-06 10:20,BUY,76.18,143.87611777901608,143.87611777901608,76.18,0.0,10960.482652405446
2021-09-06 10:31,SELL,76.72,143.87611777901608,0.0,0.0,77.69310360066754,11038.175756006114
2021-09-06 10:32,BUY,76.56,144.176799320874,144.176799320874,76.56,0.0,11038.175756006114
